Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
Male,50,1,46,0,1-2 Year,Yes,28617,124,85,1
Male,32,1,28,0,< 1 Year,Yes,31712,156,110,1
Male,25,1,28,0,< 1 Year,Yes,48134,152,144,1
Female,54,1,28,0,1-2 Year,Yes,88433,124,263,1
Female,53,1,41,0,1-2 Year,Yes,22357,122,180,1
Male,46,1,29,0,1-2 Year,Yes,47847,26,25,1
Female,76,1,17,0,> 2 Years,Yes,33492,122,235,1
Male,23,1,37,0,< 1 Year,Yes,37532,152,298,1
Male,49,1,46,0,1-2 Year,Yes,29005,124,168,1
Female,51,1,28,0,1-2 Year,Yes,24612,122,19,1
Male,41,1,23,0,1-2 Year,Yes,31582,31,24,1
Male,51,1,48,0,1-2 Year,Yes,2630,124,222,1
Male,43,1,15,0,1-2 Year,Yes,34907,155,227,1
Female,48,1,38,0,1-2 Year,Yes,32549,26,125,1
Female,44,1,28,0,1-2 Year,Yes,28876,26,163,1
Female,35,1,28,0,> 2 Years,Yes,33081,124,190,1
Male,48,1,39,0,1-2 Year,Yes,2630,124,145,1
Male,56,1,18,0,1-2 Year,Yes,24183,154,222,1
Male,41,1,36,0,1-2 Year,Yes,29686,26,109,1
Male,47,1,28,0,1-2 Year,Yes,40815,26,162,1
Male,28,1,3,0,< 1 Year,Yes,2630,156,150,1
Female,41,1,28,0,1-2 Year,Yes,46047,124,113,1
Male,48,1,33,0,1-2 Year,Yes,44872,26,154,1
Male,45,1,29,0,1-2 Year,Yes,43829,124,43,1
Male,38,1,28,0,1-2 Year,Yes,37721,26,176,1
Male,24,1,6,0,< 1 Year,No,40616,152,213,1
Male,50,1,8,0,1-2 Year,Yes,37263,26,69,1
Male,49,1,33,0,1-2 Year,Yes,20518,26,178,1
Female,24,1,28,0,< 1 Year,Yes,29064,152,175,1
Male,25,1,28,0,< 1 Year,Yes,32378,124,77,1
Female,74,1,8,0,1-2 Year,Yes,43779,26,233,1
Female,39,1,28,0,> 2 Years,Yes,30990,55,239,1
Female,44,1,28,0,1-2 Year,Yes,44577,26,93,1
Female,44,1,36,0,1-2 Year,Yes,47081,26,219,1
Female,54,1,28,0,1-2 Year,Yes,36344,26,26,1
Female,37,1,28,0,1-2 Year,Yes,33436,124,295,1
Male,21,1,37,0,< 1 Year,Yes,40151,152,171,1
Male,44,1,28,0,> 2 Years,Yes,29406,26,263,1
Female,28,1,30,0,1-2 Year,Yes,21838,156,85,1
Female,24,1,10,1,< 1 Year,Yes,27340,152,220,1
Male,39,1,48,0,1-2 Year,Yes,2630,15,231,1
Male,59,1,38,0,> 2 Years,Yes,34793,124,154,1
Male,56,1,28,0,1-2 Year,Yes,34554,122,155,1
Female,42,1,28,0,1-2 Year,Yes,60265,124,46,1
Male,46,1,8,0,1-2 Year,Yes,41400,26,186,1
Male,40,1,8,0,1-2 Year,Yes,41300,160,177,1
Female,45,1,29,0,1-2 Year,Yes,30781,124,92,1
Male,20,1,30,0,1-2 Year,Yes,2630,156,98,1
Female,38,1,28,0,1-2 Year,Yes,45504,122,140,1
Male,43,1,50,0,1-2 Year,Yes,29481,124,286,1
Male,50,1,8,0,1-2 Year,Yes,35051,124,77,1
Male,37,1,9,0,1-2 Year,Yes,26945,124,198,1
Male,48,1,28,0,1-2 Year,Yes,36990,124,165,1
Female,39,1,3,0,1-2 Year,Yes,29890,152,292,1
Male,30,1,28,0,< 1 Year,Yes,39588,124,215,1
Male,67,1,28,0,1-2 Year,Yes,26647,26,232,1
Female,59,1,28,0,1-2 Year,Yes,40953,26,119,1
Female,58,1,28,0,1-2 Year,Yes,73224,26,225,1
Female,49,1,14,0,1-2 Year,Yes,27028,26,214,1
Male,23,1,29,0,< 1 Year,Yes,2630,124,74,1
Male,58,1,28,0,> 2 Years,Yes,49618,26,224,1
Male,76,1,28,0,1-2 Year,Yes,61269,26,46,1
Male,45,1,28,0,1-2 Year,Yes,49110,26,277,1
Female,61,1,29,1,1-2 Year,Yes,27071,124,18,1
Female,36,1,28,0,1-2 Year,Yes,93485,124,279,1
Male,46,1,13,0,1-2 Year,Yes,25463,26,243,1
Male,23,1,41,0,1-2 Year,Yes,35745,26,255,1
Male,45,1,28,0,1-2 Year,Yes,30828,124,14,1
Female,33,1,28,1,1-2 Year,Yes,36512,124,138,1
Male,38,1,28,0,1-2 Year,No,29230,124,154,1
Female,76,1,28,0,1-2 Year,Yes,44211,26,139,1
Male,47,1,28,0,1-2 Year,Yes,68397,3,105,1
Male,60,1,28,0,1-2 Year,Yes,42770,26,23,1
Male,59,1,50,0,1-2 Year,Yes,46470,157,195,1
Male,21,1,35,0,< 1 Year,Yes,28910,152,109,1
Male,44,1,46,0,1-2 Year,Yes,35634,26,206,1
Female,44,1,39,0,1-2 Year,Yes,28848,163,248,1
Male,56,1,33,0,1-2 Year,Yes,2630,156,278,1
Female,32,1,46,0,< 1 Year,Yes,2630,26,254,1
Male,29,1,49,0,< 1 Year,Yes,24302,124,278,1
Male,46,1,36,0,1-2 Year,Yes,40740,124,86,1
Female,48,1,28,0,1-2 Year,Yes,48167,26,241,1
Female,68,1,28,0,> 2 Years,Yes,41251,3,62,1
Female,44,1,28,0,1-2 Year,Yes,34331,124,89,1
Male,48,1,20,0,1-2 Year,Yes,2630,124,161,1
Female,40,1,28,0,1-2 Year,Yes,31388,61,240,1
Female,30,1,28,0,< 1 Year,No,46744,152,219,1
Female,51,1,28,0,1-2 Year,Yes,2630,26,36,1
Male,22,1,30,0,< 1 Year,Yes,17375,152,31,1
Male,25,1,11,0,< 1 Year,Yes,37548,152,149,1
Male,34,1,28,0,1-2 Year,Yes,33984,124,216,1
Male,24,1,41,0,< 1 Year,Yes,2630,156,60,1
Male,64,1,28,0,> 2 Years,Yes,53757,26,120,1
Female,52,1,3,0,1-2 Year,Yes,2630,26,61,1
Male,53,1,28,0,1-2 Year,Yes,56691,26,49,1
Female,23,1,8,0,< 1 Year,Yes,45383,152,190,1
Male,35,1,14,0,1-2 Year,Yes,2630,157,183,1
Male,40,1,28,0,1-2 Year,Yes,37219,26,68,1
Female,46,1,28,0,> 2 Years,Yes,45367,26,273,1
Male,42,1,28,0,1-2 Year,Yes,32589,124,15,1
Male,33,1,27,0,< 1 Year,Yes,26588,124,232,1
Male,38,1,28,0,1-2 Year,Yes,51156,55,220,1
Female,53,1,28,0,> 2 Years,Yes,65412,26,186,1
Female,29,1,8,0,1-2 Year,Yes,2630,157,255,1
Male,23,1,39,0,< 1 Year,Yes,37274,152,178,1
Male,32,1,28,0,< 1 Year,Yes,45497,124,236,1
Female,75,1,34,0,1-2 Year,Yes,30691,154,139,1
Male,51,1,28,0,1-2 Year,Yes,52152,124,194,1
Female,36,1,28,0,1-2 Year,Yes,37492,26,260,1
Male,39,1,2,0,1-2 Year,Yes,34808,26,169,1
Male,48,1,8,0,1-2 Year,Yes,32764,4,246,1
Male,41,1,46,0,1-2 Year,Yes,2630,124,116,1
Male,45,1,35,0,1-2 Year,Yes,28741,124,133,1
Male,40,1,28,0,1-2 Year,Yes,31707,124,208,1
Male,47,1,9,0,1-2 Year,Yes,27440,157,148,1
Female,24,1,36,0,< 1 Year,Yes,45402,152,33,1
Male,39,1,29,0,1-2 Year,Yes,2630,157,282,1
Female,62,1,11,0,> 2 Years,Yes,35133,124,97,1
Male,45,1,14,0,1-2 Year,Yes,2630,124,286,1
Male,30,1,35,0,< 1 Year,Yes,29711,152,91,1
Male,43,1,28,0,1-2 Year,Yes,27140,23,20,1
Female,28,1,28,0,< 1 Year,Yes,2630,152,23,1
Female,71,1,43,0,1-2 Year,Yes,33791,26,21,1
Male,38,1,29,0,1-2 Year,Yes,28864,26,55,1
Male,31,1,46,0,1-2 Year,Yes,44801,124,246,1
Male,31,1,41,0,1-2 Year,Yes,19285,124,194,1
Male,45,1,28,0,1-2 Year,Yes,33656,26,124,1
Male,73,1,4,0,1-2 Year,Yes,25214,124,269,1
Female,36,1,28,0,1-2 Year,Yes,54285,26,218,1
Female,29,1,13,0,1-2 Year,Yes,32512,154,96,1
Female,33,1,28,0,1-2 Year,Yes,2630,122,299,1
Male,21,1,36,0,< 1 Year,Yes,2630,152,156,1
Male,65,1,7,0,1-2 Year,Yes,35549,26,232,1
Male,29,1,3,0,< 1 Year,Yes,35950,124,123,1
Male,33,1,28,0,< 1 Year,Yes,37438,26,144,1
Male,51,1,28,0,1-2 Year,Yes,45301,26,31,1
Male,41,1,11,0,1-2 Year,Yes,31153,124,181,1
Female,51,1,28,0,1-2 Year,Yes,69184,124,220,1
Male,48,1,8,0,1-2 Year,Yes,2630,156,258,1
Male,24,1,6,0,< 1 Year,Yes,31801,152,107,1
Female,47,1,28,0,> 2 Years,Yes,44928,26,237,1
Female,40,1,28,0,1-2 Year,Yes,54649,124,139,1
Female,22,1,36,0,< 1 Year,Yes,2630,152,277,1
Female,62,1,28,0,1-2 Year,Yes,50656,122,134,1
Female,41,1,3,0,1-2 Year,Yes,15380,26,297,1
Female,61,1,28,0,1-2 Year,Yes,38045,26,27,1
Male,46,1,28,0,> 2 Years,Yes,35043,55,133,1
Female,33,1,46,0,1-2 Year,Yes,27805,154,19,1
Male,34,1,28,0,1-2 Year,Yes,2630,156,52,1
Female,46,1,8,0,1-2 Year,Yes,42585,26,183,1
Male,42,1,3,0,1-2 Year,Yes,2630,26,217,1
Male,52,1,18,0,< 1 Year,Yes,39082,124,230,1
Male,40,1,28,0,1-2 Year,Yes,38014,124,59,1
Male,54,1,29,0,1-2 Year,Yes,31659,124,182,1
Male,52,1,28,0,1-2 Year,Yes,26455,26,247,1
Male,41,1,28,0,1-2 Year,Yes,43695,124,182,1
Female,34,1,11,0,1-2 Year,Yes,26827,124,134,1
Male,54,1,6,0,1-2 Year,Yes,31160,124,36,1
Male,31,1,3,0,1-2 Year,Yes,19028,124,295,1
Male,54,1,28,0,1-2 Year,Yes,37984,26,197,1
Male,50,1,8,0,1-2 Year,Yes,32443,124,150,1
Male,52,1,11,0,1-2 Year,Yes,42600,124,224,1
Female,23,1,18,0,< 1 Year,Yes,25550,152,243,1
Male,44,1,32,0,1-2 Year,Yes,28645,26,210,1
Male,52,1,48,0,1-2 Year,Yes,2630,26,95,1
Female,30,1,35,0,1-2 Year,Yes,34700,157,152,1
Female,53,1,46,0,1-2 Year,Yes,37513,124,202,1
Male,47,1,36,0,> 2 Years,Yes,37787,26,224,1
Female,53,1,3,0,1-2 Year,Yes,32130,26,168,1
Female,35,1,28,0,1-2 Year,Yes,43050,26,37,1
Male,52,1,18,0,1-2 Year,Yes,33039,124,221,1
Male,42,1,28,0,1-2 Year,Yes,58687,122,289,1
Female,78,1,28,0,1-2 Year,Yes,59842,25,60,1
Male,37,1,28,0,1-2 Year,Yes,63191,155,202,1
Male,51,1,36,0,1-2 Year,Yes,32941,124,91,1
Male,26,1,46,0,1-2 Year,Yes,74268,26,263,1
Male,52,1,8,0,1-2 Year,Yes,37480,124,72,1
Female,51,1,43,0,1-2 Year,Yes,20102,25,66,1
Male,48,1,46,0,1-2 Year,Yes,26836,124,170,1
Female,29,1,11,0,1-2 Year,Yes,2630,156,255,1
Male,22,1,28,0,1-2 Year,Yes,33441,156,20,1
Male,38,1,45,0,1-2 Year,No,27168,124,240,1
Male,50,1,28,0,1-2 Year,Yes,36132,26,134,1
Male,40,1,28,0,1-2 Year,Yes,42039,122,125,1
Female,35,1,28,0,1-2 Year,Yes,45115,122,201,1
Female,49,1,41,0,1-2 Year,Yes,28485,124,46,1
Male,38,1,5,0,1-2 Year,Yes,34333,124,187,1
Male,29,1,20,0,1-2 Year,No,2630,156,49,1
Female,54,1,28,0,1-2 Year,Yes,2630,26,187,1
Male,42,1,28,0,1-2 Year,Yes,47841,26,220,1
Male,35,1,49,0,1-2 Year,Yes,2630,156,201,1
Male,41,1,41,0,1-2 Year,Yes,25982,124,93,1
Male,44,1,9,0,1-2 Year,Yes,45009,124,261,1
Male,22,1,37,0,< 1 Year,Yes,2630,124,97,1
Male,26,1,28,0,< 1 Year,Yes,60759,124,42,1
Male,36,1,35,0,1-2 Year,Yes,48086,124,245,1
Male,56,1,8,0,1-2 Year,No,66948,26,32,1
Female,41,1,5,0,1-2 Year,Yes,2630,124,146,1
Male,55,1,43,0,1-2 Year,Yes,33476,26,226,1
Male,32,1,15,0,1-2 Year,Yes,2630,124,262,1
Female,51,1,28,0,1-2 Year,Yes,2630,158,268,1
Male,40,1,33,0,1-2 Year,Yes,40084,124,145,1
Male,46,1,7,0,1-2 Year,Yes,2630,124,72,1
Male,53,1,28,0,1-2 Year,Yes,23472,26,290,1
Female,78,1,28,0,1-2 Year,Yes,52683,124,201,1
Male,49,1,8,0,1-2 Year,Yes,2630,26,167,1
Male,46,1,41,0,1-2 Year,Yes,26544,26,75,1
Female,43,1,8,0,1-2 Year,Yes,32863,124,228,1
Male,52,1,28,0,1-2 Year,Yes,45729,124,190,1
Male,52,1,28,0,1-2 Year,Yes,29761,26,155,1
Male,48,1,28,0,> 2 Years,Yes,30253,60,134,1
Female,46,1,19,0,1-2 Year,Yes,35239,154,34,1
Female,53,1,48,0,1-2 Year,Yes,2630,26,290,1
Male,31,1,28,0,< 1 Year,Yes,49907,121,177,1
Female,38,1,41,0,1-2 Year,Yes,19603,124,33,1
Female,35,1,47,0,1-2 Year,Yes,2630,156,113,1
Male,43,1,11,0,1-2 Year,Yes,2630,124,154,1
Female,47,1,30,0,1-2 Year,Yes,32742,124,102,1
Male,40,1,28,0,1-2 Year,Yes,49595,25,210,1
Male,54,1,28,0,> 2 Years,Yes,35050,13,179,1
Female,42,1,31,0,1-2 Year,Yes,2630,26,59,1
Male,32,1,41,0,1-2 Year,Yes,27679,30,259,1
Male,45,1,36,0,1-2 Year,Yes,55992,26,20,1
Male,49,1,8,0,1-2 Year,Yes,28669,124,241,1
Male,53,1,14,0,1-2 Year,Yes,30429,163,139,1
Female,65,1,28,0,< 1 Year,Yes,55255,26,50,1
Male,36,1,3,0,1-2 Year,Yes,20229,124,93,1
Male,53,1,36,0,1-2 Year,Yes,2630,163,258,1
Male,35,1,28,0,1-2 Year,Yes,32945,154,88,1
Female,55,1,8,0,1-2 Year,Yes,38784,124,290,1
Male,66,1,41,0,> 2 Years,Yes,38958,26,162,1
Male,60,1,41,0,1-2 Year,Yes,51463,12,99,1
Male,50,1,28,0,1-2 Year,Yes,40539,26,85,1
Male,79,1,3,0,1-2 Year,Yes,33558,119,160,1
Male,43,1,41,0,1-2 Year,Yes,28730,26,176,1
Male,55,1,28,0,1-2 Year,Yes,46437,26,170,1
Male,67,1,28,0,> 2 Years,Yes,53718,26,155,1
Male,44,1,28,0,1-2 Year,Yes,40840,124,296,1
Male,44,1,16,0,1-2 Year,Yes,37220,26,99,1
Male,24,1,13,0,< 1 Year,Yes,51711,152,253,1
Male,44,1,46,0,1-2 Year,Yes,29351,26,199,1
Male,56,1,28,0,1-2 Year,Yes,46226,124,15,1
Male,27,1,5,0,1-2 Year,Yes,2630,154,139,1
Female,43,1,7,0,1-2 Year,Yes,2630,156,261,1
Female,31,1,46,0,< 1 Year,Yes,29131,152,250,1
Female,72,1,28,0,1-2 Year,Yes,45428,26,77,1
Female,33,1,28,0,< 1 Year,Yes,30717,122,125,1
Female,38,1,28,0,1-2 Year,Yes,24184,122,130,1
Male,33,1,18,0,1-2 Year,Yes,17387,154,117,1
Female,68,1,36,0,1-2 Year,Yes,32567,124,170,1
Male,40,1,28,0,1-2 Year,Yes,37025,24,120,1
Female,47,1,28,0,1-2 Year,Yes,51735,26,112,1
Male,37,1,46,0,1-2 Year,Yes,26029,124,238,1
Male,39,1,28,0,1-2 Year,Yes,35368,26,283,1
Male,72,1,28,0,1-2 Year,Yes,38011,26,143,1
Female,41,1,13,0,1-2 Year,Yes,2630,157,20,1
Male,46,1,28,0,1-2 Year,Yes,43639,124,105,1
Male,51,1,28,0,1-2 Year,Yes,42919,26,251,1
Female,41,1,28,0,1-2 Year,Yes,38267,26,72,1
Male,58,1,28,0,1-2 Year,Yes,36086,26,30,1
Male,25,1,28,0,< 1 Year,Yes,45317,157,124,1
Male,36,1,30,0,1-2 Year,Yes,28453,154,273,1
Male,32,1,2,0,1-2 Year,Yes,25019,156,133,1
Male,40,1,8,0,1-2 Year,No,26503,124,147,1
Male,50,1,28,0,1-2 Year,Yes,29156,124,63,1
Male,46,1,46,0,1-2 Year,Yes,24879,156,244,1
Female,37,1,28,0,1-2 Year,Yes,27541,156,169,1
Female,64,1,28,0,> 2 Years,Yes,2630,124,268,1
Female,36,1,28,0,1-2 Year,Yes,30553,122,30,1
Female,46,1,28,0,1-2 Year,Yes,22384,124,298,1
Male,61,1,8,0,1-2 Year,Yes,40930,124,256,1
Male,66,1,28,0,1-2 Year,Yes,33847,122,36,1
Female,51,1,40,0,1-2 Year,Yes,30461,26,97,1
Male,51,1,46,0,1-2 Year,Yes,29657,91,181,1
Male,35,1,35,0,1-2 Year,Yes,37436,124,296,1
Female,30,1,28,0,1-2 Year,Yes,49675,154,65,1
Female,33,1,28,0,1-2 Year,Yes,2630,157,163,1
Female,41,1,28,0,1-2 Year,Yes,30847,26,197,1
Female,34,1,50,0,1-2 Year,Yes,30371,124,286,1
Male,27,1,28,0,< 1 Year,Yes,25218,26,249,1
Male,53,1,41,0,> 2 Years,Yes,2630,12,180,1
Female,48,1,28,0,1-2 Year,Yes,47655,55,59,1
Female,45,1,41,0,1-2 Year,Yes,39672,26,281,1
Male,47,1,7,0,1-2 Year,Yes,2630,124,21,1
Male,47,1,28,0,1-2 Year,Yes,30602,156,228,1
Female,41,1,35,0,1-2 Year,Yes,30508,124,192,1
Female,44,1,28,0,> 2 Years,Yes,28364,124,29,1
Male,52,1,28,0,> 2 Years,Yes,57313,25,260,1
Female,30,1,28,0,< 1 Year,Yes,47267,124,53,1
Female,75,1,28,0,1-2 Year,Yes,55555,122,129,1
Male,41,1,11,0,1-2 Year,Yes,2630,124,248,1
Male,56,1,12,0,1-2 Year,Yes,28141,30,209,1
Male,45,1,8,0,1-2 Year,Yes,40282,163,195,1
Male,25,1,47,0,< 1 Year,No,37517,152,50,1
Male,60,1,3,0,1-2 Year,Yes,23337,26,239,1
Male,43,1,38,0,1-2 Year,Yes,2630,124,256,1
Male,47,1,3,0,1-2 Year,Yes,2630,124,265,1
Female,25,1,28,0,< 1 Year,Yes,35025,152,103,1
Male,53,1,19,0,1-2 Year,Yes,36139,124,156,1
Female,36,1,30,0,1-2 Year,Yes,44622,26,87,1
Female,43,1,28,0,1-2 Year,Yes,53345,26,264,1
Female,37,1,3,0,1-2 Year,Yes,2630,26,70,1
Male,46,1,29,0,1-2 Year,Yes,39698,26,90,1
Male,28,1,28,0,< 1 Year,Yes,55093,124,79,1
Female,41,1,29,0,1-2 Year,Yes,24541,124,125,1
Male,57,1,41,0,1-2 Year,Yes,55030,12,25,1
Female,33,1,20,0,1-2 Year,Yes,2630,124,228,1
Male,36,1,47,0,1-2 Year,Yes,30077,124,226,1
Male,58,0,29,0,1-2 Year,Yes,31840,124,34,1
Male,41,1,28,0,1-2 Year,Yes,37192,26,172,1
Male,46,1,5,0,1-2 Year,Yes,28195,26,196,1
Male,49,1,28,0,1-2 Year,Yes,57249,124,99,1
Male,61,1,28,0,1-2 Year,Yes,51632,26,202,1
Male,36,1,28,0,1-2 Year,Yes,30311,124,283,1
Male,36,1,33,0,1-2 Year,Yes,41393,124,131,1
Female,44,1,21,0,1-2 Year,Yes,41003,124,45,1
Female,57,1,28,0,1-2 Year,Yes,29205,26,43,1
Female,57,1,29,0,1-2 Year,Yes,22909,26,242,1
Female,22,1,46,0,< 1 Year,Yes,2630,160,293,1
Female,33,1,7,0,1-2 Year,Yes,30520,26,93,1
Male,36,1,41,0,1-2 Year,Yes,60539,124,214,1
Male,45,1,8,0,1-2 Year,Yes,37382,152,148,1
Male,53,1,28,0,1-2 Year,Yes,34466,124,158,1
Male,56,1,33,0,> 2 Years,Yes,43117,138,272,1
Male,66,1,15,0,1-2 Year,Yes,2630,26,104,1
Male,70,1,28,0,1-2 Year,Yes,45248,26,226,1
Male,38,1,8,0,1-2 Year,Yes,52155,30,195,1
Male,33,1,29,0,1-2 Year,Yes,24865,26,244,1
Male,42,1,28,0,> 2 Years,Yes,49312,124,209,1
Male,50,1,28,0,1-2 Year,Yes,34304,26,285,1
Male,56,1,28,0,> 2 Years,Yes,41405,155,40,1
Male,48,1,46,0,1-2 Year,Yes,22712,11,215,1
Female,50,1,28,0,1-2 Year,Yes,40751,26,196,1
Male,66,1,48,0,1-2 Year,Yes,2630,15,258,1
Female,52,1,41,0,1-2 Year,Yes,58145,26,112,1
Female,30,1,18,0,< 1 Year,Yes,26198,124,30,1
Female,41,1,3,0,1-2 Year,Yes,23314,152,278,1
Male,47,1,8,0,1-2 Year,Yes,57161,26,257,1
Male,49,1,11,0,1-2 Year,Yes,32661,26,297,1
Male,40,1,41,0,1-2 Year,Yes,31596,26,39,1
Male,71,1,28,0,1-2 Year,Yes,59497,26,258,1
Male,51,1,5,0,1-2 Year,Yes,35599,26,92,1
Male,41,1,27,0,1-2 Year,Yes,30568,124,210,1
Male,33,1,28,0,1-2 Year,Yes,40122,122,118,1
Female,54,1,46,0,1-2 Year,Yes,30251,26,57,1
Female,33,1,35,0,< 1 Year,Yes,2630,152,193,1
Male,40,1,28,0,1-2 Year,Yes,48858,124,96,1
Male,43,1,45,0,1-2 Year,Yes,30100,122,212,1
Female,30,1,28,0,< 1 Year,Yes,40618,124,245,1
Female,40,1,28,0,1-2 Year,Yes,54916,124,293,1
Male,45,1,7,0,1-2 Year,Yes,39515,124,128,1
Male,25,1,49,0,< 1 Year,Yes,2630,152,190,1
Male,69,1,15,0,> 2 Years,Yes,31662,124,188,1
Male,52,1,41,0,> 2 Years,Yes,26119,12,260,1
Male,59,1,8,0,1-2 Year,Yes,53453,7,240,1
Male,74,1,11,0,1-2 Year,Yes,20779,124,173,1
Female,45,1,28,0,1-2 Year,Yes,32016,124,218,1
Male,55,1,28,0,1-2 Year,Yes,40802,26,82,1
Male,44,1,28,0,1-2 Year,Yes,32039,124,89,1
Male,28,1,37,0,< 1 Year,Yes,45008,152,189,1
Male,40,1,28,0,1-2 Year,Yes,29097,124,289,1
Female,49,1,28,0,1-2 Year,Yes,42249,26,19,1
Male,40,1,46,0,1-2 Year,Yes,27707,124,64,1
Female,40,1,28,0,1-2 Year,Yes,31301,31,272,1
Female,44,1,28,0,1-2 Year,Yes,39183,154,275,1
Male,55,1,8,0,1-2 Year,Yes,43113,124,29,1
Female,23,1,33,0,1-2 Year,Yes,2630,124,113,1
Male,24,1,8,0,< 1 Year,Yes,40211,152,63,1
Male,54,1,8,0,1-2 Year,Yes,46744,124,161,1
Male,43,1,46,0,1-2 Year,Yes,43185,26,245,1
Male,38,1,28,0,1-2 Year,Yes,35501,154,250,1
Female,42,1,28,0,1-2 Year,Yes,28292,26,155,1
Male,40,1,37,0,1-2 Year,Yes,31296,61,240,1
Male,54,1,47,0,1-2 Year,Yes,21844,150,76,1
Male,69,1,28,0,1-2 Year,Yes,49225,122,34,1
Female,24,1,11,0,< 1 Year,Yes,31722,26,137,1
Male,23,1,41,0,< 1 Year,Yes,31482,152,292,1
Female,41,1,28,0,1-2 Year,Yes,31902,122,244,1
Male,48,1,45,0,1-2 Year,Yes,30930,124,174,1
Female,24,1,28,0,< 1 Year,Yes,43594,152,172,1
Female,46,1,28,0,1-2 Year,Yes,38937,26,239,1
Male,27,1,11,0,< 1 Year,Yes,38939,152,12,1
Female,46,1,28,0,1-2 Year,Yes,24254,124,230,1
Male,45,1,15,0,1-2 Year,Yes,27352,26,61,1
Female,40,1,28,0,1-2 Year,Yes,2630,163,125,1
Male,37,1,28,0,1-2 Year,Yes,32728,13,63,1
Female,24,1,13,0,< 1 Year,Yes,34460,151,28,1
Male,55,1,28,0,1-2 Year,Yes,31754,124,69,1
Female,30,1,28,0,< 1 Year,Yes,2630,26,58,1
Male,54,1,0,0,> 2 Years,Yes,2630,26,272,1
Female,61,1,28,0,1-2 Year,Yes,54347,124,280,1
Female,27,1,9,0,< 1 Year,Yes,44069,156,46,1
Male,21,1,47,0,< 1 Year,Yes,26063,159,77,1
Male,44,1,28,0,1-2 Year,Yes,53387,124,39,1
Male,31,1,15,0,1-2 Year,Yes,28313,124,139,1
Male,45,1,28,0,1-2 Year,Yes,26153,26,75,1
Male,28,1,41,0,< 1 Year,Yes,42532,152,127,1
Female,43,1,35,0,1-2 Year,Yes,29785,124,122,1
Female,21,1,8,0,< 1 Year,Yes,83997,152,224,1
Male,49,1,28,0,1-2 Year,Yes,40328,26,249,1
Male,32,1,30,0,1-2 Year,Yes,27991,124,147,1
Male,46,1,35,0,> 2 Years,Yes,37178,26,230,1
Female,46,1,28,0,1-2 Year,Yes,30299,26,241,1
Male,28,1,29,0,< 1 Year,Yes,38844,124,70,1
Male,62,1,41,0,1-2 Year,Yes,24192,26,229,1
Female,23,1,4,0,< 1 Year,Yes,36018,152,83,1
Female,27,1,28,0,< 1 Year,Yes,51429,26,123,1
Female,32,1,46,0,1-2 Year,No,45331,157,109,1
Male,52,1,28,0,1-2 Year,Yes,38423,26,68,1
Female,44,1,28,0,> 2 Years,Yes,45383,124,221,1
Male,31,1,36,0,1-2 Year,Yes,29737,124,37,1
Male,33,1,19,0,1-2 Year,Yes,32328,124,295,1
Female,68,1,28,0,1-2 Year,Yes,2630,122,19,1
Male,48,1,28,0,> 2 Years,Yes,41343,26,196,1
Female,61,1,28,0,> 2 Years,Yes,35427,124,157,1
Male,60,1,46,0,1-2 Year,Yes,31848,26,41,1
Male,45,1,2,1,1-2 Year,Yes,25347,124,18,1
Male,47,1,28,0,1-2 Year,Yes,27374,122,144,1
Female,37,1,11,0,1-2 Year,Yes,2630,160,183,1
Female,44,1,35,0,1-2 Year,Yes,36219,124,70,1
Male,31,1,41,0,1-2 Year,Yes,21225,124,39,1
Male,60,1,28,0,1-2 Year,Yes,2630,122,93,1
Male,67,1,28,0,1-2 Year,Yes,42357,26,31,1
Male,47,1,29,0,1-2 Year,Yes,32931,124,58,1
Male,33,1,23,0,1-2 Year,Yes,22150,26,218,1
Male,44,1,28,0,1-2 Year,Yes,29023,3,161,1
Male,41,1,8,0,1-2 Year,Yes,2630,157,193,1
Female,66,1,28,0,1-2 Year,Yes,24412,122,102,1
Male,38,1,30,0,1-2 Year,Yes,24262,124,133,1
Male,35,1,41,0,1-2 Year,Yes,34725,31,31,1
Female,30,1,27,0,< 1 Year,Yes,34853,152,224,1
Male,41,1,50,0,1-2 Year,Yes,2630,26,103,1
Female,28,1,46,0,< 1 Year,Yes,27146,152,53,1
Male,49,1,28,0,1-2 Year,Yes,107875,26,105,1
Male,36,1,28,0,1-2 Year,Yes,29625,124,212,1
Male,24,1,14,0,< 1 Year,Yes,34356,124,240,1
Female,37,1,28,0,1-2 Year,Yes,26155,157,210,1
Female,30,1,3,0,1-2 Year,Yes,2630,156,30,1
Male,41,1,28,0,1-2 Year,Yes,42419,26,112,1
Male,51,1,28,0,1-2 Year,Yes,38351,124,175,1
Female,36,1,48,0,1-2 Year,Yes,2630,26,35,1
Male,37,1,23,0,1-2 Year,Yes,21747,26,34,1
Male,35,1,15,0,1-2 Year,Yes,27143,163,51,1
Male,45,1,19,0,1-2 Year,Yes,29026,26,18,1
Male,44,1,28,0,1-2 Year,Yes,29217,8,196,1
Female,43,1,35,0,1-2 Year,Yes,28846,124,275,1
Female,40,1,28,0,1-2 Year,Yes,43657,124,244,1
Female,22,1,28,0,1-2 Year,Yes,30134,124,204,1
Female,44,1,28,0,1-2 Year,Yes,33698,124,248,1
